20180907 090000000000,263.000,264.000,260.500,264.000,38574
20180910 090000000000,266.500,266.500,262.500,264.500,41615
20180911 090000000000,263.000,263.500,258.000,260.000,34178
20180912 090000000000,261.000,262.000,258.000,260.500,37825
20180913 090000000000,260.000,260.000,253.500,255.000,37523
20180914 090000000000,257.000,261.500,257.000,261.000,37851
20180917 090000000000,262.500,262.500,257.000,258.000,24743
20180918 090000000000,256.500,257.000,254.000,254.500,33929
20180919 090000000000,258.000,260.000,257.000,258.000,59189
20180920 090000000000,261.500,261.500,257.500,260.000,29595
20180921 090000000000,261.500,261.500,258.000,261.500,34874
20180925 090000000000,261.500,264.000,260.500,263.500,24299
20180926 090000000000,263.000,263.500,261.000,263.500,24771
20180927 090000000000,264.000,266.000,262.000,265.000,38373
20180928 090000000000,266.000,266.000,260.000,262.500,39558
20181001 090000000000,262.000,264.000,261.000,263.000,22228
20181002 090000000000,262.000,263.000,257.000,257.500,38250
20181003 090000000000,257.500,260.000,257.000,260.000,25197
20181004 090000000000,257.000,257.500,254.000,254.000,36263
20181005 090000000000,250.000,253.000,248.500,250.000,40130
20181008 090000000000,245.500,246.500,241.000,243.500,50810
20181009 090000000000,243.500,245.000,242.000,244.000,28848
20181011 090000000000,233.500,233.500,227.000,227.500,94076
20181012 090000000000,231.000,237.000,229.000,237.000,47001
20181015 090000000000,234.000,234.000,230.500,230.500,42110
20181016 090000000000,229.500,237.000,229.000,237.000,37775
20181017 090000000000,241.500,243.000,238.000,238.500,42469
20181018 090000000000,238.000,239.000,235.500,236.500,25651
20181019 090000000000,231.000,236.500,230.000,236.000,28227
20181022 090000000000,232.500,238.000,231.500,237.000,58468
20181023 090000000000,232.000,234.000,230.000,230.000,65344
20181024 090000000000,230.000,231.000,227.000,229.500,88502
20181025 090000000000,220.500,222.000,219.500,219.500,150606
20181026 090000000000,223.000,224.000,217.000,221.000,76668
20181029 090000000000,223.000,224.000,221.000,222.500,36794
20181030 090000000000,236.000,237.000,220.500,223.000,166555
20181031 090000000000,228.000,234.000,228.000,234.000,57250
20181101 090000000000,236.000,237.000,233.000,235.500,41945
20181102 090000000000,236.500,236.500,233.500,236.500,30701
20181105 090000000000,233.000,235.500,232.000,235.000,25435
20181106 090000000000,234.000,235.500,232.500,234.500,30449
20181107 090000000000,233.000,236.000,232.500,234.000,34404
20181108 090000000000,237.500,237.500,236.000,236.500,24723
20181109 090000000000,234.500,234.500,231.000,231.000,23198
20181112 090000000000,230.000,234.500,230.000,231.500,23217
20181113 090000000000,224.500,228.000,224.500,227.500,36082
20181114 090000000000,230.000,231.000,228.500,228.500,20006
20181115 090000000000,229.500,232.000,228.500,231.000,22061
20181116 090000000000,229.000,229.000,225.000,226.000,46710
20181119 090000000000,225.000,225.000,221.000,222.000,48901
20181120 090000000000,219.000,220.500,218.000,218.000,41513
20181121 090000000000,214.500,220.000,214.000,219.000,35173
20181122 090000000000,221.500,222.000,219.000,219.000,21899
20181123 090000000000,220.500,220.500,217.000,218.500,14843
20181126 090000000000,219.000,224.000,218.500,223.000,30583
20181127 090000000000,220.000,224.500,219.000,224.000,26569
20181128 090000000000,222.500,227.000,222.000,226.500,24415
20181129 090000000000,231.500,231.500,229.000,229.000,44364
20181130 090000000000,229.500,231.000,225.500,225.500,55804
20181203 090000000000,231.000,235.000,231.000,235.000,45299
20181204 090000000000,233.000,234.500,231.000,234.000,39725
20181205 090000000000,226.500,227.500,225.000,226.000,42792
20181206 090000000000,220.000,222.000,219.500,220.000,40114
20181207 090000000000,222.500,223.500,220.500,221.000,25046
20181210 090000000000,219.500,220.000,218.500,219.000,19406
20181211 090000000000,220.000,223.000,219.000,222.500,27357
20181212 090000000000,223.500,227.000,222.500,226.500,26413
20181213 090000000000,227.000,227.500,225.000,226.000,32072
20181214 090000000000,223.000,223.500,220.500,222.500,38620
20181217 090000000000,221.000,225.000,220.000,223.500,18925
20181218 090000000000,221.000,223.000,220.500,222.500,30186
20181219 090000000000,222.000,225.500,222.000,225.500,23373
20181220 090000000000,221.000,222.500,221.000,221.000,35012
20181221 090000000000,219.000,224.000,219.000,223.500,43487
20181222 090000000000,220.000,221.500,220.000,221.500,5152
20181224 090000000000,221.500,221.500,219.500,220.000,22956
20181225 090000000000,215.500,218.000,215.000,217.500,19366
20181226 090000000000,218.500,219.500,216.000,216.500,16425
20181227 090000000000,222.000,224.000,220.500,223.000,21452
20181228 090000000000,223.500,225.500,222.500,225.500,29400
