總損益,總交易次數,平均損益,勝率,獲利因子,賺賠比,最大資金回落,夏普比率,是否超額交易,
2699039.0,694,3889.105187319885,0.6974063400576369,3.142926103860943,1.3636662847330536,680005.0,0.40496779781323683,否
